"@Fox_Claire @tina_tinalondon @WIOFY @brexitparty_uk Claire, I admire and love the Brexit party. Now is just not your time. Our country faces 2 imminent threats. No Brexit and Corbyn’s Nazis. If I vote Con I get rid of Corbyn and get out of the EU. We as an independent country can always fall back on no deal. Corbyn is too scary.",neutral
Jezza is a wolves fan 🤣 he doesn’t want Brexit because wolves are stayin fun Europe till the end 😂 https://t.co/BDOLFLZr4n,positive
"I like London, but it'll be so nice to just forget about Brexit and think about nothing but AI for a week. #NeurIPS2019 

Day 1: https://t.co/FJfA9ktpqQ",negative
@TheBluetrot @BrexitEdwin Farage is a toxic figure with moderate voters. A Tory deal with the BXP risked alienating those. I assumed the Brexit Party was about Brexit. Getting annoyed about the past isn’t going to get us out of the EU. The candidate has enough time to make his views know. Like Lincoln eh?,negative
"@Satanishomo @DawnShotton4 @PukeyCece May's deal is way better than johnson's, its a more details version basically. a no deal brexit is a myth- if that happens we have no trade- we have no medicine- and we need to negotiate deals for all of them- which parliament has already blocked.",neutral
"@brexit_sham @August05398614 @bloggerheads Get the #ToriesOutDecember12 and #StopBrexit 
#TacticalVote for #RemainAlliance and #Labour",negative
"@haamyu @iamsuchatwit @y_n_y1 @German_Hermit @HK_rtang @madeinhk1984 @trashpidgey @digglesby @pikat_hk @uwu_uwu_mo @hkwuliff @_joodles @SwanShot 1am here, how's brexit going",negative
"@SimonUbsdell 2/2 I am living proof that Brexit xenophobes have nothing to fear from immigrants. I'm as culturally ""English"" as anyone. (e.g. support the football &amp; cricket team all over the world.) Breaks my heart that home county, Notts, voted 65% Leave. Mum &amp; Dad would turn in their grave.",negative
"@uprootedflower @darrengrimes_ If you're looking for gutter level rhetoric, go to your racist Dear Führer and his Brexit cult, there's plenty of that around.",negative
@andy_Brexit @Angela_C00k @GuidoFawkes Well the story was reported yesterday by Dr Wrigley on squawkbox,negative
"Great evening @LSEpublicevents tonight for @89initiative where they invited Remain &amp; #Brexit activists to speak about their vision for the UK in 2030 and how to heal ""Brexit wounds"" @LSEpoliticsblog @LSEnews 🇬🇧
Lovely to be joined by my no.1 fan @stevehunt4hiop 🤗🇪🇺🦸🏼‍♀️ https://t.co/qOdw0atH5C",positive
"@doctor_oxford @joepike @BorisJohnson I'm lost what has ""get Brexit done"" to do POSITIVELY with the NHS? 🤦‍♂🤦‍♂🤦‍♂🤦‍♂",negative
"It’s quite sad watching people saying they’re voting #Tory because they want Brexit done. When you can see those same people are voting to kill themselves without an #NHS Absolutely unable to understand they have the chance of a lifetime, but their hatred blinds them.",negative
"BBC QT: Establishment's Brexit distain highlighted by audience member with brilliant point
 https://t.co/ItC01mxK1J",negative
"@Holdenheim1 @Jusjules2 @LeeSmithDC @DevinNunes You know Obama came over to threaten the British people, saying that we'd get placed at the back of the queue when it came to trade deals if we voted for Brexit? That's election meddling in a foreign country. His intervention made many vote Leave, so his threat backfired 😂",negative
"@Conservatives Avoid another hung parliament and a disastrous Brexit. Vote #AnythingButTory

#ToriesOut",negative
"The essence of this is basically my stance on Brexit. I want to break away from the cunts but it’s clearly not working because parliament is filled with hundreds of inept, self serving, wankers. https://t.co/uLsMPFhtyK",negative
"@BatchyFTB @ebelfast11 @telfordqpr I was the same as a teenager, thought i was voting for compromise with similar minded unionist and nationalists, that turned out a lot of shit as the years went on. As for Alliance spitting in the face of democracy within the UK over Brexit that speaks volumes. Anyhow enough.",negative
"I'm voting tactically on Thursday. If you want to help save our NHS and get the final say on Brexit, check your tactical recommendation at https://t.co/zCna6ICFpI from @BestforBritain #getvoting #GE2019 https://t.co/gdIIqKNghB",negative
@AgentP22 Unless you are an SNP supporter who voted for Brexit in which case NONE of your MPs represents you,negative
@AngelaRayner Rather him than you.,negative
"@brexit_sham @bloggerheads What if it was provides to those that need it, free at the point of delivery and funded from general taxation.Then the cost would fall on those with the broadest shoulders. Now where's that idea come from? This lady's amazingly odd.",neutral
If you think we have to press reset on #Brexit  and not hand power to Boris we must #VoteTactical LAB and LD not taking action we must. #bbcqt  just confirms this https://t.co/btWbZq6g9I,positive
Brexit will literally destroy life on earth.,negative
"Katya Adler has just done just that, explaining exactly why the implication that Johnson got the EU to renominate a Brexit deal .Inn fact, he did so by essentially going back on his word that he would not allow a customs border to divide the island of Ireland.",neutral
"Guess who’s at the door?

The @Conservatives @LdnConservative actually....

Have a #MerryChristmas25 Christmas too, from @BorisJohnson 
Boris Johnson
https://t.co/NeVvNWwzCl Thanks @FFarazad #GE2019 #GetBrexitDone #Brexit #ToryCanvass https://t.co/69NR2B59nh",neutral
"Angela Rayner yelling at Nigel Farage while he was trying to talk and respond to the (ridiculous), Breaking Point poster was disrespectful. I don't care how you feel on the issues, that was wrong, And I'd like to have heard Nigel's defence #BBCQT
#weAreFucked
#brexit
#GE2019",negative
General election 2019: Brexit Party expels activists over racist remarks - BBC News https://t.co/CDV5l38Yx1,neutral
"@jeremycorbyn @Eleanor_SmithMP Corbyn Travels the country.

This is a leader. This is my leader. This is Your leader. A man who cares, a man with a social conscious.

Not Boris who cares for the money, the privilege, the ""get brexit done"" mantra.

Let's have a decent, fairer society.

#VoteLabourDecember12th",positive
@tomkins_oliver But there’d be no hard brexit option. So it wouldn’t be gaging how the public thinks at all. Brexiteers unsatisfied with Corbyn’s deal would be left without an option.,negative
Yep more BBC Brexit bias @franunsworth @RobBurl https://t.co/VIRW2TSlza,negative
The BBC's Europe editor just fact-checked Boris Johnson supporters in the best possible way https://t.co/HiKO6NPnL3,neutral
Brexit Food Shortages: What You Can Stockpile https://t.co/FQ38SK6Ul6,negative
"Part of me had hoped that the one upside to Brexit may be countries like India or Malaysia forcing Britain to ease visa restrictions as part of a trade deal, but I think this Government would rather watch the country fall into economic ruin than break its immigration targets.",neutral
"@garethhardy @LibDems It's about having the political power to bring about change for the benefit of citizens &amp; country. Service is what we can do every day, regardless of being in politics or not.
Vote @LibDems , no other party, not UKIP, Brexit or Labour to stop Conservatives.",negative
@GoodeLiberal @thatginamiller @Emmabarnett @bbcquestiontime Brexit will be done when we are clear on what our relationship is with our nearest and biggest market. That will be some time yet.,negative
"@sexblogofsorts Well brexit party are just hard-core tories, so that makes sense 😂",positive
"@maxima120 @MrsAitchBee Brexit is the most idiotic thing the UK has done in a long time. There’s a part of me that wants to watch the bastards suffer. And then I remember that I am a citizen of the UK and live here, and I will be royallu screwed too.",negative
"The NHS was once so proud and is now so frail
Tories think the time's come to stick it up for sale
The wards are full, but there's no harm done
The real proirity is to get Brexit done
Kids can stay on the floor, no need for home
Tis no proof anyway, cos Boris swiped the phone https://t.co/n4LlNZrhuB",negative
Now false claims against a protester! New low to Tories and Johnson! #VoteLabour #GE2019 https://t.co/wnRdbfD92f,negative
https://t.co/Xc5PuuQUgl  Here we 🐱 and 🐶 time,negative
"If the *Brexit Party* can expel members recorded making racist remarks, there's no excuse for @UKLabour to keep avoiding their responsibilities.
https://t.co/VX9VxyeHBQ",negative
@brexit_sham @ByDonkeys Well done doctors! Thank you for your wonderful service! We are behind you and are praying that this terrible government will be rightly kicked out of office!,positive
So after 3 weekends with the hartlepool Brexit Party team channel 4 found they were racist.... Wow shock horror! Next they will be saying Boris is a liar 😂 https://t.co/uV1KNSLmWs,negative
"@BobLGBTQ_VET @MPSCannHall @MPSLarkswood @littlewoods @HMCTSgovuk @IDuncanSmithMP #police need better, now I know @JudgeDread isn't real and not to make light of this. But I think #brexit can wait until this terrible system is fixed @JudgeEckhardt can you help this poor officer on his day off almost #strangled to #death? Also @MetCC can you start a fundraiser?",negative
"@ZakLFC7 Brexit party was my biggest one hahaha, I disagreed with most of the points regarding tax because I am a heavy believer in the free market. That’s just my economic view.",positive
@TheProgAlliance What nonsensr! I wouldn't trust Corbyn on EU further than i c'd drop-kick him. If Labour had a gram of  commitment to EU we wouldn't now be staring Brexit in the face . Gwynedd voted Remain. Hywel Williams MP is a stalwart campaigner deserving reelection for Arfon,positive
"@ClareDelders @IanSollom Quite a coup to attract the support of a libdem councillor,  that Brexit message is really getting through to folk",negative
"The BBC's Europe editor just fact-checked Boris Johnson supporters in the best possible way

This 👇 is interesting.

https://t.co/U6ypNfkBTQ",neutral
@MsTinaPoole @allisonpearson @bbclaurak @BBCNews How have we reached a situation where actual hospital staff prioritise Brexit over the future of the NHS?,negative
"@AledGwynWiliams @Richardwtaylors @brexitparty_uk @BrexitWales @Nigel_Farage Hi Aled. These are expectations not facts.  They told us that after Brexit we would lose 1000's of jobs where infact unemployment fell.
I tell you what is a fact.. we are a NETT contributor to the EU.  Lets use that in WALES..thought you would want that.",negative
This man (and party) do not care for the public and will not. They will plunge us into years more of austerity and cause us to crash out of the EU on a bad deal. His plan to “get Brexit done” is wrong. We will feel the effects of a disastrous Brexit deal for years to come,negative
"@jeremycorbyn Yawnsome. Labour's idea of Brexit isn't the vast majority of leave voters idea of Brexit.
Labour want to remain. Will campaign to remain and never get Brexit done!
#Liebour",negative
@jeremycorbyn seriously - its the same thing with #brexit.  Has ANYTHING that the #Conservatives done in the last 9 years work? #austerity? #Brexit? #economy (its at a STANDSTILL) #NHS? Seriously - someone PLEASE tell me SOMETHING the #Tories have done SUCCESSFULLY in the last 9 yrs..,negative
Catching up on #bbcqt from last week. Question: do you have to be a Tory Brexiteer to be in the audience? #BBCBias #Brexit,negative
"@Channel4News @EmmaKennedy Well, I'm shocked. Racism and bigotry in the Brexit party you say? Whatever next. 🙄",negative
People ask me why I am not standing aside in Pudsey to #StopBrexit. The answer is clear. The @LibDems are the leading party of Remain in this election. A vote fir Labour will be used to signify that you support Brexit equally asmyvh as a vote for Conservative. https://t.co/upun0bI0wM,negative
"@Machiavelli2018 We must do what is best in each constituency. If we don't get through this battle, the Brexit war will be lost. There are other areas in the NE where BxP are stronger and things may be different there, but not where I am. I have met and do have a lot of time for @DehennaDavison",negative
"In today's Global Briefing: Why impeachment is different in 2019, the trolls are winning, a ""Brexit election"" w/o Brexit, what Ukrainians think of Putin, and Worldwide Rudy https://t.co/UGxPTbK5Xw",negative
"@DavidJNoble @fascinatorfun @BarnetLibDems @LibDems But with Lib Dem’s you won’t get 2nd people’s vote or a softer Brexit , so why?",negative
"@marksela @colinblake18 @ApertureImage @remainvoter @joepike @itvnews @BorisJohnson @itvcalendar It’s simpler than that. Steady incline while Labour in power, Tory get debt in control to pass to Labour who bust Country again. Only this time it will be worse, much worse, so #NeverCorbyn However, #BackBoris &amp; #VoteConservative https://t.co/2kmitzsqyW",negative
"@brexitparty_uk #reformuk
up till now both leading 35% 40% factions were aligned
around the EU status quo
not any more 
forecast % for 130 seats where tories have not won in 50 years
33% labour 
17% others 
19% tory
31% brexit
@jeremycorbyn @BorisJohnson @Nigel_Farage https://t.co/yqvVJYZyLH",negative
"@HackneyAbbott The thing is the tories are ahead in the polls because of brexit. End of. 
They will promise brexit. Get it done and the leavers will be happy. Then in 5 years time they will be told that all the issues with the nhs and homelessness and benefit cuts and no mental health funding",negative
@statisticat All white Brexit supporters?,negative
the irony is that Hugh Grant was actually canvassing for Lib Dems to block brexit lol... also boris looks like a nonce https://t.co/M6EdmPbE2h,positive
"@andrew_lilico ""Get Brexit done""? I never thought of Boris as another Maybot, but I am as sick and tired of this as ""Strong and stable"" or ""Magic money tree"". Confront Corbyn on on his absolute lies about everything he pretends will be funded by the state.",negative
Anyone getting a bit nervy? At 10pm and 2 seconds on Thursday night we will know if Brexit is happening or dead...,negative
@john4brexit Quite right... the Brexit Party were never going to win in Lincoln... many others perhaps with good tactical voting https://t.co/4lkQGkKRZ9,neutral
"@brexit_sham @ByDonkeys Meanwhile in the real world...

https://t.co/4kYdDOQHaa",negative
"@henryolsenEPPC @PostOpinions Perceptive piece from Henry.  Membership of a trading bloc/political club (Brexit) has become emotional, but Conservative economics is the rational choice for voters who have much to lose from hard-left Corbyn socialism.",negative
"If no Tory or Labour majority, #Corbyn will come to power supported by #sturgeon and #indyref2 will follow right after 12 months of more brexit navel gazing. Ok?",neutral
"@John_Burgess001 @mac123_m 1000+ out again for JC, 200 protestors for Johnson,1 dick said will vote for him because of brexit, the dull man probably doesn't know where Brussels is! Why if JC is such a terrible man do so many like him? OK don't like him but for F**s Sake vote for a better country then SADS!",negative
@BorisJohnson If you vote for Brexit you are wasting everyone’s time.. Do you think the youngsters who don’t get a vote now won’t decide to reverse Brexit in 5 years time?  There already are more remainders than leavers although split over several parties...,negative
@billoislove Don’t panic. This is being totally over done. Mirror have shot themselces in the foot again today. But the Brexit Actually Video is off and running!,positive
"@JenWilliamsMEN @cheshiretoad @CharGreenLDR I hope so Steve, this seems to be spreading across the NW.  I hope at least one or other of Brexit parties  will win more of the  northern seats.",neutral
@HappyxManda @100pcLondoner @benhabib6 @LanceForman @Lugey6 @john4brexit @zatzi @BorisJohnson Exactly right Amanda. This is as much about crushing BXP and maintaining the two-party system as it about winning the election. Brexit is secondary whilst Johnson only has an appetite for an EU controlling #BRINO. Sell-outs,negative
The BBC's Europe editor just fact-checked Boris Johnson supporters in the best possible way https://t.co/4m8kO036Ss,neutral
Who won? Remarkable #Brexit row explodes as @Nigel_Farage and #Swinson left shouting over each other https://t.co/1nNaukuUnY,negative
"@stephen_dorrell @Cmacg3 My version is this: someone from a spooky background just gave my wife a real going over for supporting JC who had consorted with terrorists etc. My counter is that I had a career specialising and that, as far as I am concerned, Brexit has been supported by Putin /1",negative
UK government condemned over uncertainty for music industry as Boris Johnson rushes Brexit deal https://t.co/piTiM9R4t2,positive
"Beating the trolls at their own game , must of commented ""VOTE LABOUR"" on a dozen of brexit party for Wales Facebook page , and the reaction is priceless",neutral
"@SkyNews @StigAbell @thecarolemalone 
The idea that #GetBrexitDone will remove uncertainty,....total lie. In fact,
1)@Conservatives has highest #Brexit uncertainty re what deal &amp; when
2)@UKLabour somewhere in the middle
3)@LibDems has,..well, ZERO #Brexit uncertainty
#skypapers",negative
"That LDs and Labour have split the anti-Tory vote in 2Cities may be true, but seriously how can 44% of that population still be intending to vote Tory? #Brexit https://t.co/F9vY7e46Qs",negative
Just when it seemed Brexit couldn't get any more shit...Scam warning: BT Brexit phishing email https://t.co/uLjcs61oFW via @WhichUK,neutral
"@UnityNewsNet BY THE LOOK OF WHATS GOING ON IN FRANCE,  IT WILL ACTUALLY BE THEM THAT GETS FREXIT DONE BEFORE BREXIT!",negative
@Ed_Miliband You mean the BREXIT rabbit hole @jeremycorbyn and Labour have been in for 3 years? That one?,negative
What’s more important to you the general public better NHS and social care for when you get old or Brexit will brexit solve the first question what ever your answer get out and vote if you don’t vote shut your mouths you can’t complain what ever happens #vote #NHS #young,negative
@GilgameshPrjct BRexit In Name Only,negative
"This is a good move with Tory lead down to possible 6% brexit party should stand down +  facilitate Tory win because otherwise brexit could be lost
Better to have a less than perfect brexit than no brexit at all.
I'm not enthusiastic about blue labour but they can get brexit done https://t.co/4zwxclQEve",negative
"@LordAshcroft @brexitparty_uk @Conservatives It's not the Brexit we VOTED for so... No. 
#PissOff",negative
@mattjhodgkinson @Leonidas_Brexit @bbclaurak ... *crickets*,negative
Simple answer: They don't want Brexit. Notice the trend of Tories that are Remainers are all against Boris. There's nothing else in it other than that. https://t.co/DMAantXg3G,negative
"@bsegers52 @Acuriousone1 @LibDems If Labour joined a ""remain alliance"" it would be wiped out in leave voting constituencies, and you'd get a Tory landslide and no deal Brexit. You must know this.",negative
"@HatTrickASM Conservatives
Brexit Party
Labour Party
Liberal Democrats",negative
Cons project fear is for two reasons.  They want to annihilate The Brexit Party.  If that means splitting the vote in Lab areas and letting a few Labs win as a result they're willing to accept to risk it.  And to preserve the duocratic dictatorship that rules the UK. https://t.co/n6kO39Qvbz,neutral
"#Gordon Please,I know it’s a big ask but can labour/Lib Dem voters please vote for SNP to kick out the tories and their damaging brexit and cruel policies.Yes we want us to decide on when indyref2 will be.  Don’t vote on this issue alone, it’s SO much more important! #ToriesOut",negative
"@Satanishomo no, the point was that brexit would not affect them. nothing about them being incompetent",negative
"Could be important: ""Lincoln Brexit Party candidate quits the race for city MP and endorses the Conservative candidate"" https://t.co/sVxefbVmHA",neutral
"The Tories saying is ""The best way out of poverty is work"" Why is it then that working people are visiting food banks ? Brexit is the Tory smokescreen for issues like this. This is a General Election NOT a Brexit Election.",negative
"@Georgearmston16 Havent you heard? They're going to get Brexit done! 😂 they dont care about us, they've got private health care",negative
Boris Johnson brands BBC licence fee a 'tax' as he raises prospect it could be abolished' | via @telegraph https://t.co/Utfq57DBYA,negative
@kingfisher1959 @bbclaurak Surely brexit had cost 900 trillion so far ?,negative
"@ipa_87 @politicalfubol You forgot to say ""Get Brexit Done"" 

Back to Tory night school",negative
THE PC PARTY: Brexit Party Kicks Out Members Who Spoke TRUTH About Muslims https://t.co/KfWGOiqwYn via @Politicalite,negative
@KeechA13 @RealityCheckout @Ash_Hirani @BelindadeLucy @Conservatives However as stated many centrist leaning Tories that accept Canada style FTA would be put off with Nigel’s No Deal rhetoric. Tories wouldn’t win centrist leaning seats &amp; we’d lose FTA. #Brexit based on hardcore ideology! #GE2019 Im doing arguing with hardcore BXP now. 🤷‍♂️,negative
"I wouldn’t condone burning books at all but this one might be handy to keep in the log bucket when running low on fuel after Brexit

https://t.co/sNLcGMbE91",neutral
"@DehennaDavison @BorisJohnson Come Friday morning, none of this will matter...they can all fuck off back to their caves and we can get on with Brexit😂😂😂😂😂😂",negative
I’m willing to bet my life his mum and dad (if he knows his dad) be voting brexit party https://t.co/gLJcac25BL,positive
I AM A chap mahogany edelweisses drunk dodgerblue mcchicken refugees brexit,negative
"THIS Friday the 13th could be the darkest day in British peacetime history if Jeremy Corbyn is ushered into No10.
The Sun believes a...
https://t.co/it8sBqdVQI https://t.co/MtZdNC4VVK",positive
"@RequestABet election RAB’s
1. Labour Most Seats, Swinson to lose her seat, Brexit Party to win 0 seats, SNP to win 45+ and Labour to Win Workington.

2. Labour 250+ seats, SNP 45+ seats, Brexit 0 seats, Tories 275+, Greens Exactly 1 seat, Plaid less than 5 seats. LD 25+ seats.",negative
"@ToryFibs Well, come on. I'm Bristol and I loathe Tories, but Bristol is very Labour, particularly Bristol South. We're also anti Brexit. Someone should tell Corbyn.",negative
Tories accused of spreading false claim aide was hit by Labour protester - follow live https://t.co/yr6AIEZWp0,negative
The Conservatives / Tories gave us the mess and immeasurable expense of Brexit kick these fuckers out on Thursday https://t.co/NVIEtpyHQ0,negative
"@BorisJohnson what a very poor campaign. No policy, no content. Just parrot fashion 'get Brexit done'. god help us if you are voted in. You look so shifty, and have so many dodgy friends and financial backers. #ReleaseTheRussiaReport",neutral
"@AndrewBrownEdit No surprises this evening really, were there. Good turnout of 200ish though. Pleased that my 3 Brexit questions to each of the candidates were selected to start proceedings.",positive
"@DailyPolitics6 @ohfawkessake They still get to vote against everything that is put forward. Their stance was no we don't want Brexit, we don't want a deal we don't want no deal, aka just ruin everything. Sure the Tories were a shambles but at least they put some thought into it.",negative
@darrengrimes_ Don't wanna pee on ya bonfire but even when we've technically left the EU...do ya think the remoaner teachers lawyers n doctors are gonna shut up?...not a chance! - they'll kick off n scream n cry like never before n Brexit will be tied up in venal litigation forevever n a day!,negative
@mgrant76308 Maybe she should be more concerned about Brexit.,negative
"The thing is the tories are ahead in the polls because of brexit. End of. 
They will promise brexit. Get it done and the leavers will be happy. Then in 5 years time they will be told that all the issues with the nhs and homelessness and benefit cuts and no mental health funding",negative
Also BBC allowed Farage to make a racist statement (Council houses only for local people) and was not challenged on #bbcqtdebate. I find this shocking. Brexit Party and Tories can peddle their racism freely and aren't even challenged by a presenter or journalist. https://t.co/rE0fjhqRTO,negative
"@andykar2 @NazShahBfd @Conservatives @JamesCleverly @MuslimCouncil @hopenothate Out first bounce he said. But I fear  ball might be in the air for a while ... The saddest fact about this election is that nobody, even his own supporters, really trusts our PM. But they’ll still vote for him. It’s difficult to fathom. Brexit seems like a cult sometimes.",negative
@Mr_JSheffield @jeremycorbyn This is what Brexit does to you!,negative
"@a2w9b @vintagepringle @Shamils18 @bbcquestiontime My expectation is a narrow Tory majority, and while Brexit will take place, the transition period will be extended by a year or two to facilitate the more advanced negotiations required.",neutral
"@mandoconserv @andreajenkyns So depressing but let's spend years and years and years getting Brexit done

https://t.co/kXiezzEEZG",negative
"Your stoploss got hit....

#Forex #Commodities #Futures #wyckoff #trading #tradingplan #India #motivation #pattern #tradingtips #Euro #forextrading #Brexit #Trump #USA #Brazil #China #Dubai #scalping #money please retweet

https://t.co/rdG9z21N8j",neutral
Promises to give more money to the NHS. Your party has had 10 years to do so and all we’ve got to show for it is austerity. How can we trust this man to do this when all he bangs on out is “get Brexit done” https://t.co/yhzuNA5A3D,negative
Can I still fancy her now that I know she supports the Brexit party and the conservatives?,positive
Apprentice boss Lord Sugar urges Labour voters to vote Tory to escape Brexit quagmire – The Sun https://t.co/ru3jK022ko,neutral
@Mark8City @medgey @mattjones_sport I have no loyalty to Boris. I’d like a slightly left Labour Party who offers a credible Brexit to challenge the Tory’s but instead we have Corbyn who I dislike. In this interview I honestly don’t have an issue with what Boris did. I think it’s being blown up unnecessarily.,negative
@FeierabendSam We're going to do this stuff after Brexit even though we've had ten years to do it already,negative
"#Conservatives #ConservativeParty #Brexit 
This tells you all you need to know about Boris. The lies. The con. The deception. They are not just doing it to me, the tories are cheating you. Treating you like a fool. But we can see through them.

Bin Boris. 
Vote anything but tory. https://t.co/uzaGB6yTeP",negative
@YardleyShooting The plan is simple. Stop Boris = Hung Parliament = Brexit killed.,negative
@GuidoFawkes have seen and posted the WhatsApp group showing it was staged by labour. Even paid for taxis https://t.co/zrxIDUZgSq,negative
https://t.co/czakwp6DGX This is why I've stopped watching this BS. Spoiled children could have done a much better job &amp; we would have left the EU in march. FFS just get on with it &amp; bring on the 12th so we can all show our gratitude towards you bunch of tossers &amp; sore loser's 🇬🇧,negative
"@Channel4News 4 days ago I heard a Brexit Party MEP describe the Labour Party as antisemitic no less than 6 times during a live BBC News TV interview. Now we can see for ourselves just how racist some BP election candidates and local councillors really are.
#GE2019 
https://t.co/es3fQtS5Ra",negative
"@PiluCh1na @AbdiTV @metpoliceuk Don't care send them back, get it done, BREXIT MEANS BREXIT",negative
"Two days to go. Remember:
❗️Corbyn means an end to Brexit
❗️Corbyn means endorsing anti-semitism and support for terrorists
❗️Corbyn means Marxist ideological policies and reckless, unsustainable spending
❗️Corbyn means capital flight, crashed financial markets, collapse of the £",negative
"@CYvonne @sethpiper @RobBryher @MollyMEP @carla_denyer @CarolineLucas I think it would be tough in that situation. The Green Party will never back the Tories though. if it came to Labour requiring a deal of some kind, they would cave to pressure on PR and brexit. And maybe other issues to.",negative
@BBCNewsnight @Fox_Claire Well @Fox_Claire it might keep some of the nasty Racist BREXIT Party out of Westminster !!! I’m sure Mr Tice would agree??☘️☘️☘️☘️,positive
"@TSax500 @kizzawetherick @Island_Labour Not sure about Green policy? Try reading about it.

Brexit will have to wait? No, it won't. And it isn't. 

FPTP isn't a priority? It's a fundamental problem with UK politics and a key reason we are in this mess.

Labour have it all covered? Total nonsense, with what majority?",negative
"@laticsbird @litanyoftittery @LiamThorpECHO Well, I read that there will be toilet paper shortages in the event of a no deal Brexit. You better keep those Torygraphs.",negative
"@PaulDJohnston @GeorgeMonbiot i cant wait untill we have 30 more lib dem mps, ex coalition partners of the Tories, and 50 Brexit/UKIP mps. that will solve everything",negative
@dutchscientist @Purple43213287 @britainelects @DeltapollUK Labour does not offer a PV? Are you acting stupid on purpose? https://t.co/QeV5Ou7tWt,neutral
"@bbclaurak So last week you didn’t have time to scrutinise hard evidence that Johnson lied about the implications his Brexit plan has on the Irish Sea, and decided to summarise as “Johnson denies any truth in the matter” and today you report blatant lies spun by Tories as fact. 🧐",negative
"Well, who’d a thought it?

@BBCNews  failing to broadcast the true story?

Well, I thought it actually!

After Brexit, @BorisJohnson must bin the worthless BRUSSELS BROADCASTING CORPORATION !

Hey, how about setting up an UNBIASED BROADCASTING CORPORATION ?

Just a thought...

🇬🇧 https://t.co/Q5pN26xLuw",negative
"@jeremycorbyn This is wrong, it should say under Conservatives: GET BREXIT DONE.",negative
Brutal Brexit smokescreen https://t.co/Ic5nKvkhxN #politics #satire #Pips #ESA #WCA #NHS #UniversalCredit 1,negative
UK Labour supporters unhappy with prospect of new Brexit vote https://t.co/jjiawZ6Ro6 via @YouTube yeah,negative
"@CatharineHoey Kate Hoey, this is misinformation and you are giving it a platform. This scam tweet has been tweeted by numerous accounts all claiming to be said person. You may want brexit but surely your labour roots mean you have some compassion?",negative
Only a Brexit extremist would try to equate Trump and the EU. What a nutcase! https://t.co/nBvEAlU03L,negative
@KeechA13 @RealityCheckout @Ash_Hirani @BelindadeLucy @Conservatives Exactly this is basic stuff. BXP can’t win nationally but they can screw Tories in many marginal seats that r predominantly Leave. BXP need to make intelligent arguments. They aren’t doing that so far. Apart from yes they can feel slightly aggrieved RE Pact. I guess... #Brexit,negative
"ICYMI:  Whither the UK? With just a few days to go before an election some say will seal the fate of Brexit, our doc for @TheCurrentCBC.  With @lily_martin  LISTEN:
https://t.co/cSyUcvzhQe https://t.co/VtTcxHu2Ay",negative
@CatharineHoey @andybrexiteer Not interesting enough for main broadcasters who are still repeating same condemnation line. They're determined to foil Brexit and that means stopping @BorisJohnson getting a majority. All of course in breach of statutory broadcasting code which they ignore on a daily basis.,negative
